"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"CREG","China Recycling Energy Corporation","4.36","$13.63M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/creg",
"SXTC","China SXT Pharmaceuticals, Inc.","0.3429","$20.62M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sxtc",
"CXDC","China XD Plastics Company Limited","1.18","$83.25M","n/a","Capital Goods","Containers/Packaging","https://old.nasdaq.com/symbol/cxdc",
"PLIN","China Xiangtai Food Co., Ltd.","0.8454","$20.2M","2019","Consumer Non-Durables","Meat/Poultry/Fish","https://old.nasdaq.com/symbol/plin",
"CD","Chindata Group Holdings Limited","18.08","$6.49B","2020","n/a","n/a","https://old.nasdaq.com/symbol/cd",
"KDNY","Chinook Therapeutics, Inc.","14.68","$618.89M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kdny",
"IMOS","ChipMOS TECHNOLOGIES INC.","24.95","$907.23M","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/imos",
"COFS","ChoiceOne Financial Services, Inc.","30","$233.85M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cofs",
"CHPM","CHP Merger Corp.","10.05","$376.88M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/chpm",
"CHPMU","CHP Merger Corp.","10.45","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/chpmu",
"CHPMW","CHP Merger Corp.","1.1999","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/chpmw",
"CDXC","ChromaDex Corporation","4.89","$302.14M","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/cdxc",
"CHSCL","CHS Inc","29.23","n/a","n/a","Consumer Services","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/chscl",
"CHSCM","CHS Inc","27.78","n/a","n/a","Consumer Services","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/chscm",
"CHSCN","CHS Inc","28.05","n/a","n/a","Consumer Services","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/chscn",
"CHSCO","CHS Inc","28.9","n/a","n/a","Consumer Services","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/chsco",
"CHSCP","CHS Inc","30","n/a","n/a","Consumer Services","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/chscp",
"CHDN","Churchill Downs, Incorporated","189.29","$7.47B","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/chdn",
"CHUY","Chuy&#39;s Holdings, Inc.","25.83","$508.71M","2012","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/chuy",
"CDTX","Cidara Therapeutics, Inc.","2.4","$105.45M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/cdtx",
"CIIC","CIIG Merger Corp.","27.24","$881.04M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ciic",
"CIICU","CIIG Merger Corp.","30.6","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/ciicu",
"CIICW","CIIG Merger Corp.","6.5","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ciicw",
"CMCT","CIM Commercial Trust Corporation","11.5","$170.52M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cmct",
"CMCTP","CIM Commercial Trust Corporation","23.76","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cmctp",
"CMPR","Cimpress PLC","88.8","$2.31B","n/a","Miscellaneous","Publishing","https://old.nasdaq.com/symbol/cmpr",
"CNNB","Cincinnati Bancorp, Inc.","10.825","$32.21M","2020","Finance","Savings Institutions","https://old.nasdaq.com/symbol/cnnb",
"CINF","Cincinnati Financial Corporation","82.96","$13.35B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/cinf",
"CIDM","Cinedigm Corp","0.6985","$90.69M","n/a","Consumer Services","Consumer Electronics/Video Chains","https://old.nasdaq.com/symbol/cidm",
"CTAS","Cintas Corporation","363.47","$38.03B","1983","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/ctas",
"CRUS","Cirrus Logic, Inc.","82.75","$4.8B","1989","Technology","Semiconductors","https://old.nasdaq.com/symbol/crus",
"CSCO","Cisco Systems, Inc.","44.38","$187.53B","1990","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/csco",
"CTRN","Citi Trends, Inc.","37.37","$397.4M","2005","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/ctrn",
"CTXR","Citius Pharmaceuticals, Inc.","1.15","$63.8M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ctxr",
"CTXRW","Citius Pharmaceuticals, Inc.","0.171","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ctxrw",
"CZNC","Citizens & Northern Corp","19.11","$303.66M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cznc",
"CZWI","Citizens Community Bancorp, Inc.","9.8565","$109.94M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/czwi",
"CIZN","Citizens Holding Company","21","$117.33M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cizn",
"CTXS","Citrix Systems, Inc.","130.53","$16.07B","1995","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ctxs",
"CHCO","City Holding Company","68.51","$1.08B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/chco",
"CIVB","Civista Bancshares, Inc. ","17.31","$275.47M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/civb",
"CLAR","Clarus Corporation","14.5","$450.41M","n/a","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/clar",
"CLNE","Clean Energy Fuels Corp.","4.29","$850.58M","2007","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/clne",
"CLSK","CleanSpark, Inc.","11.6","$201.31M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/clsk",
"CACG","ClearBridge All Cap Growth ETF","42.99","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cacg",
"YLDE","ClearBridge Dividend Strategy ESG ETF","35.5568","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ylde",
"LRGE","ClearBridge Large Cap Growth ESG ETF","49.2583","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lrge",
"CLFD","Clearfield, Inc.","24.15","$329.65M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/clfd",
"CLRO","ClearOne, Inc.","2.33","$43.74M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/clro",
"CLPT","ClearPoint Neuro Inc.","9.87","$155.27M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/clpt",
"CLSD","Clearside Biomedical, Inc.","2.13","$102.99M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/clsd",
"CLIR","ClearSign Technologies Corporation","2.75","$82.62M","2012","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/clir",
"CBLI","Cleveland BioLabs, Inc.","2.98","$38.79M","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/cbli",
"CLVS","Clovis Oncology, Inc.","5.3","$548.19M","2011","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/clvs",
"CLPS","CLPS Incorporation","3.23","$51.98M","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/clps",
"CMLF","CM Life Sciences, Inc.","10.25","$567.27M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/cmlf",
"CMLFU","CM Life Sciences, Inc.","10.7","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/cmlfu",
"CMLFW","CM Life Sciences, Inc.","2.15","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/cmlfw",
"CCMP","CMC Materials, Inc.","152.29","$4.43B","2000","Technology","Semiconductors","https://old.nasdaq.com/symbol/ccmp",
"CME","CME Group Inc.","184.03","$66.07B","2002","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/cme",
"CCNE","CNB Financial Corporation","21.06","$354.5M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ccne",
"CCNEP","CNB Financial Corporation","25.69","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ccnep",
"CNSP","CNS Pharmaceuticals, Inc.","2.26","$37.63M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cnsp",
"CCB","Coastal Financial Corporation","19.73","$235.79M","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/ccb",
"COKE","Coca-Cola Consolidated, Inc.","258.41","$2.42B","1972","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/coke",
"COCP","Cocrystal Pharma, Inc.","1.66","$113.82M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cocp",
"CODA","Coda Octopus Group, Inc.","6.26","$67.31M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/coda",
"CCNC","Code Chain New Continent Limited","1.765","$51.5M","2015","Consumer Durables","Steel/Iron Ore","https://old.nasdaq.com/symbol/ccnc",
"CDXS","Codexis, Inc.","17.56","$1.04B","2010","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/cdxs",
"CODX","Co-Diagnostics, Inc.","11.04","$312.09M","2017","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/codx",
"CDAK","Codiak BioSciences, Inc.","17.45","$327.5M","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/cdak",
"CVLY","Codorus Valley Bancorp, Inc","17.14","$167.89M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/cvly",
"JVA","Coffee Holding Co., Inc.","3.94","$22.49M","2005","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/jva",
"COGT","Cogent Biosciences, Inc.","13.01","$252.49M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cogt",
"CCOI","Cogent Communications Holdings, Inc.","58.27","$2.75B","n/a","Consumer Services","Telecommunications Equipment","https://old.nasdaq.com/symbol/ccoi",
"CGNX","Cognex Corporation","76.45","$13.35B","1989","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cgnx",
"CTSH","Cognizant Technology Solutions Corporation","81.06","$43.34B","1998","Technology","EDP Services","https://old.nasdaq.com/symbol/ctsh",
"CWBR","CohBar, Inc.","1.18","$68.4M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cwbr",
"COHR","Coherent, Inc.","137.53","$3.36B","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/cohr",
"CHRS","Coherus BioSciences, Inc.","18.94","$1.36B","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/chrs",
"COHU","Cohu, Inc.","38.49","$1.62B","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/cohu",
"CGRO","Collective Growth Corporation","12.03","$228.72M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/cgro",
"CGROU","Collective Growth Corporation","13.5338","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/cgrou",
"CGROW","Collective Growth Corporation","2.65","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/cgrow",
"CLCT","Collectors Universe, Inc.","76.38","$689.41M","1999","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/clct",
"COLL","Collegium Pharmaceutical, Inc.","19.59","$677.47M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/coll",
"CIGI","Colliers International Group Inc. ","92.39","$3.7B","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/cigi",
"CLGN","CollPlant Biotechnologies Ltd.","8.6","$56.53M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/clgn",
"CBAN","Colony Bankcorp, Inc.","14.31","$135.93M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cban",
"CSCW","Color Star Technology Co. Ltd.","0.5785","$31.74M","n/a","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/cscw",
"COLB","Columbia Banking System, Inc.","34.71","$2.49B","1992","Finance","Major Banks","https://old.nasdaq.com/symbol/colb",
"CLBK","Columbia Financial, Inc.","14.99","$1.69B","2018","Finance","Savings Institutions","https://old.nasdaq.com/symbol/clbk",
"COLM","Columbia Sportswear Company","87","$5.76B","1998","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/colm",
"CMCO","Columbus McKinnon Corporation","40.1","$958.34M","1996","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/cmco",
"CMCSA","Comcast Corporation","51.69","$236.5B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/cmcsa",
"CBSH","Commerce Bancshares, Inc.","63.48","$7.43B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cbsh",
"CVGI","Commercial Vehicle Group, Inc.","7.76","$239.28M","2004","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/cvgi",
"COMM","CommScope Holding Company, Inc.","13.01","$2.58B","2013","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/comm",
"JCS","Communications Systems, Inc.","4.55","$42.41M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/jcs",
"ESXB","Community Bankers Trust Corporation.","6.98","$155.8M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/esxb",
"CFBI","Community First Bancshares, Inc.","9.42","$71.32M","2017","Finance","Savings Institutions","https://old.nasdaq.com/symbol/cfbi",
"CTBI","Community Trust Bancorp, Inc.","35.73","$636.37M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ctbi",
"CWBC","Community West Bancshares","9.1399","$77.44M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cwbc",
"CVLT","Commvault Systems, Inc.","49.015","$2.31B","2006","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cvlt",
"CMPS","COMPASS Pathways Plc","49","$1.76B","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cmps",
"CMPX","Compass Therapeutics, Inc.","n/a","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/cmpx",
"CGEN","Compugen Ltd.","12.69","$1.05B","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/cgen",
"CPSI","Computer Programs and Systems, Inc.","28.06","$407.21M","2002","Technology","EDP Services","https://old.nasdaq.com/symbol/cpsi",
"CTG","Computer Task Group, Incorporated","6.915","$105.02M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/ctg",
"SCOR","comScore, Inc.","2.41","$175.42M","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/scor",
"CHCI","Comstock Holding Companies, Inc.","3.19","$25.79M","2004","Finance","Real Estate","https://old.nasdaq.com/symbol/chci",
"CMTL","Comtech Telecommunications Corp.","18.95","$473.95M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/cmtl",
"CNXC","Concentrix Corporation","101.21","$5.23B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cnxc",
"CNCE","Concert Pharmaceuticals, Inc.","10.99","$336.84M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cnce",
"BBCP","Concrete Pumping Holdings, Inc. ","3.49","$197.06M","2017","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/bbcp",
"CDOR","Condor Hospitality Trust, Inc.","3.57","$42.9M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cdor",
"CNDT","Conduent Incorporated","4.53","$948.06M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/cndt",
"CFMS","ConforMIS, Inc.","0.6526","$56.08M","2015","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/cfms",
"CNFR","Conifer Holdings, Inc.","2.37","$22.94M","2015","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/cnfr",
"CNFRL","Conifer Holdings, Inc.","21.75","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/cnfrl",
"CNMD","CONMED Corporation","102.27","$2.93B","1987","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/cnmd",
"CNOB","ConnectOne Bancorp, Inc.","19.41","$771.82M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cnob",
"CONN","Conn&#39;s, Inc.","13.89","$404.68M","2003","Consumer Services","Consumer Electronics/Video Chains","https://old.nasdaq.com/symbol/conn",
"CNSL","Consolidated Communications Holdings, Inc.","5.61","$445.49M","2005","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/cnsl",
"CWCO","Consolidated Water Co. Ltd.","11.43","$172.86M","n/a","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/cwco",
"CNST","Constellation Pharmaceuticals, Inc.","22.64","$1.08B","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cnst",
"ROAD","Construction Partners, Inc.","28.08","$1.45B","2018","Basic Industries","Military/Government/Technical","https://old.nasdaq.com/symbol/road",
"CPSS","Consumer Portfolio Services, Inc.","4.06","$91.61M","1992","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/cpss",
"CFRX","ContraFect Corporation","5.66","$157.41M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cfrx",
"CPTI","ConversionPoint Holdings, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cpti",
"CONXU","CONX Corp.","10.13","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/conxu",
"CPRT","Copart, Inc.","112.09","$26.47B","1994","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/cprt",
"CRBP","Corbus Pharmaceuticals Holdings, Inc.","1.42","$119.33M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/crbp",
"CORT","Corcept Therapeutics Incorporated","23.55","$2.74B","2004","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cort",
"CORE","Core-Mark Holding Company, Inc.","30.58","$1.37B","n/a","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/core",
"CSOD","Cornerstone OnDemand, Inc.","44.45","$2.87B","2011","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/csod",
"CRSR","Corsair Gaming, Inc.","35.68","$3.28B","2020","Technology","Computer peripheral equipment","https://old.nasdaq.com/symbol/crsr",
"CRTX","Cortexyme, Inc.","38.54","$1.14B","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/crtx",
"CLDB","Cortland Bancorp","16.25","$68.63M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/cldb",
"CRVL","CorVel Corp.","92.82","$1.66B","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/crvl",
"KOR","Corvus Gold Inc.","2.43","$301.29M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/kor",
"CRVS","Corvus Pharmaceuticals, Inc.","4.04","$113.37M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/crvs",
